Subject,Chapter,Level,Category,Question,Options,Answer,Explanation
Accounting 1st Paper,Chapter 3,Comilla 2022,Board,Reasons for difference—i) Issued check not presentedii) Deposited check collectediii) 3rd party check directly deposited in bank,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",b,"If a check is collected (ii), both books will eventually match. Differences occur when one side hasn't recorded it yet (i and iii)."
Accounting 1st Paper,Chapter 3,Comilla 2022,Board,What does a Credit balance in the bank column (Cash Book) indicate?,a) Bank Overdraftb) Bank deposit omittedc) Bank Depositd) Debit balance,a,"In our Cash Book, a Credit means money going out or a negative balance (Overdraft)."
Accounting 1st Paper,Chapter 3,Chittagong 2022,Board,What is a check dishonored due to insufficient funds called?,a) Bearer Checkb) A/C Payeec) Crossed Checkd) NSF Check,d,NSF stands for Not Sufficient Funds.
Accounting 1st Paper,Chapter 3,Chittagong 2022,Board,Interest allowed by the bank is—i) Credited in Passbookii) Debited in Passbookiii) Debited in Cash Book,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",b,"Interest allowed increases balance. Bank Credits (+ liability to them), we Debit (+ asset to us)."
Accounting 1st Paper,Chapter 3,Chittagong 2022,Board,"Asif Traders' bank statement shows a 10,000 Debit balance. What is this for Asif?",a) Incomeb) Expensec) Assetd) Liability,d,"A Debit in the bank's books means an Overdraft, which is a liability for the customer."
Accounting 1st Paper,Chapter 3,Chittagong 2022,Board,"Cash Book: 28,000. Unpresented: 2,750. Dividend: 750. What is the total difference amount?","a) 750 TKb) 2,000 TKc) 2,750 TKd) 3,500 TK",d,"The ""gap"" is the sum of items not yet in both books: 2,750+750=3,500."
Accounting 1st Paper,Chapter 3,Chittagong 2022,Board,(Ref #80) What is the Bank Statement balance?,"a) 24,500 TKb) 25,250 TKc) 31,500 TKd) 28,750 TK",c,"Calculation: 28,000(Cash)+2,750(Unpresented)+750(Dividend)=31,500."
Accounting 1st Paper,Chapter 3,Barisal 2022,Board,Who prepares the Bank Reconciliation Statement?,a) Bankb) Depositorc) Debtord) Creditor,b,The account holder (Depositor).
Accounting 1st Paper,Chapter 3,Barisal 2022,Board,Which type of check cannot be cashed directly over the counter?,a) Order Checkb) Bearer Checkc) Traveler's Checkd) Crossed Check,d,Crossed checks must be deposited into a bank account.
Accounting 1st Paper,Chapter 3,Barisal 2022,Board,What does a Debit balance in a Bank Statement signify?,a) Bank Fundb) Bank Depositc) Bank Overdraftd) Cash Fund,c,Same as #79; bank debit = customer's overdraft.
Accounting 1st Paper,Chapter 3,Barisal 2022,Board,Under which principle is the BRS prepared?,a) Conservatismb) Full Disclosurec) Consistencyd) Revenue-Expense,b,BRS ensures the true financial position is revealed by explaining the gap between records.
Accounting 1st Paper,Chapter 3,Dinajpur 2022,Board,Which of these is a Credit Memorandum?,a) Bank Service Chargeb) NSF Checkc) Check Printing costd) Bank Interest Income,d,Credit memo = items that increase the bank balance (like interest earned).
Accounting 1st Paper,Chapter 3,Dinajpur 2022,Board,Why is a deposit shown as a Credit in the Bank Statement?,a) Bank asset decreasesb) Bank liability increasesc) Bank expense increasesd) Bank income decreases,b,"Customer deposits are money the bank must return, making it their liability."
Accounting 1st Paper,Chapter 3,Dinajpur 2022,Board,"Which will be included in BRS on June 30?i) Check deposited June 27, collected June 29ii) Check issued but not presented yetiii) Check deposited but collected July 3",a) ib) iic) iiid) ii & iii,d,"Item (i) is already in both books by June 30. (ii) and (iii) are still ""in-transit"" on the 30th."
Accounting 1st Paper,Chapter 3,Mymensingh 2022,Board,For which is a Debit Memorandum issued?,a) Bank Interest Allowedb) Dividend Collectionc) Collection of Note Rec.d) Bank Service Charge,d,Debit memo = items that decrease the bank balance (like service charges).
Accounting 1st Paper,Chapter 3,Mymensingh 2022,Board,Which is a reflection of the depositor's bank account?,a) Deposit Slipb) Bank Statementc) Fixed Depositd) Current Deposit,b,The Bank Statement (or Passbook) is a copy of the customer's ledger in the bank's books.
Accounting 1st Paper,Chapter 3,Sylhet Board '22,Board,What does a Debit balance in the Bank Statement signify?,a) Bank Balanceb) Bank Overdraftc) Cash Withdrawald) Cash Balance,b,"In the bank's books, a Debit means the customer owes them money (Overdraft)."
Accounting 1st Paper,Chapter 3,Sylhet Board '22,Board,What does the bank deduct for providing services?i. Commissionii. Bank Chargeiii. Interest Allowed,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",a,Commission and charges are deductions. Interest allowed (iii) is an addition to the account.
Accounting 1st Paper,Chapter 3,Sylhet Board '22,Board,"Jan 1 balance: 30,000. Jan 10: 10,000 check deposited. Jan 15: That check is dishonored. Balance on Jan 15?","a) 10,000b) 20,000c) 30,000d) 40,000",c,"(30,000+10,000)−10,000=30,000. The dishonor cancels out the previous deposit."
Accounting 1st Paper,Chapter 3,Sylhet Board '22,Board,Due to a check dishonor—i. Accounts Receivable Drii. Accounts Payable Criii. Bank Account Cr,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",b,You must increase the Receivable (Dr) and decrease the Bank balance (Cr) to record the bounce.
Accounting 1st Paper,Chapter 3,Jessore Board '21,Board,Bank Charges are—i. Credited in Cash Bookii. Debited in Bank Statementiii. Credited in Bank Statement,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",a,Charges reduce balance. Bank Debits their liability; we Credit our asset (Cash Book).
Accounting 1st Paper,Chapter 3,Jessore Board '21,Board,Who prepares a Debit Memorandum?,a) Depositorb) Bankc) Tax Authorityd) Creditor,b,The bank issues memos to notify the customer of account adjustments.
Accounting 1st Paper,Chapter 3,Jessore Board '21,Board,What does a Credit balance in the Bank Statement mean?,a) Bank Overdraftb) Bank Deposit Balancec) Fixed Depositd) Bank Loan,b,A Credit in the bank's books is a favorable balance for the depositor.
Accounting 1st Paper,Chapter 3,Jessore Board '21,Board,Recorded on the Debit side of Cash Book (Bank column):i. Check/Cash depositii. Direct deposit by debtoriii. Bank interest allowed,"a) i & iib) ii & iiic) i & iiid) i, ii & iii",d,Any transaction increasing the bank balance is recorded on the Debit side of the Cash Book.
Accounting 1st Paper,Chapter 3,Jessore Board '21,Board,"Cash Book balance 20,500. A deposited check of 10,500 was dishonored (unrecorded). Passbook balance?","a) 31,000b) 20,500c) 10,500d) 10,000",d,"The bank already deducted the dishonored check. Passbook = 20,500−10,500=10,000."
Accounting 1st Paper,Chapter 3,Dhaka Board '21,Board,If an issued check is not presented—i. Cash Book balance is higherii. Cash Book balance is loweriii. Passbook balance is higher,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",c,"The Cash Book was reduced (lower), but the bank hasn't paid it yet (Passbook is higher)."
Accounting 1st Paper,Chapter 3,Dhaka Board '21,Board,When is BRS prepared?,a) Any timeb) Specific datec) First date of periodd) Last date of period,b,It is prepared on a specific date to reconcile the two balances at that moment.
Accounting 1st Paper,Chapter 3,Dhaka Board '21,Board,What is the Bank Reconciliation Statement also known as?,a) Account Statementb) Income Statementc) Expense Statementd) Reconciliation Statement,d,"It is a ""Matching"" or ""Reconciliation"" statement."
Accounting 1st Paper,Chapter 3,Dhaka Board '21,Board,What is an NSF check?,a) Deposited check dishonoredb) Deposited check collectedc) Issued check presentedd) Issued check not presented,a,NSF (Not Sufficient Funds) implies a deposited check has bounced.
Accounting 1st Paper,Chapter 3,Rajshahi Board '21,Board,500 TK charge was recorded twice in Cash Book. Difference in BRS?,"a) 1,500b) 1,000c) 500d) 250",c,"Bank deducted 500; we deducted 1,000. The gap is the extra 500 we recorded in our books."
Accounting 1st Paper,Chapter 3,Rajshahi Board '21,Board,What is the purpose of BRS?,a) Know receiptsb) Find cash in handc) Find reasons for differenced) Determine bank balance,c,The goal is to identify why the two balances (Cash Book vs. Passbook) do not match.
Accounting 1st Paper,Chapter 3,Comilla Board '21,Board,What does a BRS reconcile?,a) Assets & Liabilitiesb) Cash Book & Passbook balancec) Total Assetsd) Receivable & Payable,b,It reconciles the bank column of the Cash Book with the Bank Statement.
Accounting 1st Paper,Chapter 3,Comilla Board '21,Board,Bank Overdraft means—i. Cash Book Credit Balanceii. Bank Statement Debit Balanceiii. Bank Statement Credit Balance,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",a,"Overdraft is a liability: Credit in our books, Debit in the bank's books."
Accounting 1st Paper,Chapter 3,Comilla Board '21,Board,What to do with an NSF check in BRS (starting from Cash Book balance)?,a) Add to Cash Bookb) Subtract from Cash Bookc) Add to Bank Statementd) Subtract from Bank Statement,b,"Since it reduces the actual cash we have, we subtract it from the Cash Book balance."
Accounting 1st Paper,Chapter 3,Comilla Board '21,Board,What is the objective of BRS?,a) Cash in hand balanceb) Identify reasons for disagreementc) Total cash receiptsd) Bank balance reasons,b,"Finding the ""why"" behind the difference between the two books."
Accounting 1st Paper,Chapter 3,Chittagong Board '21,Board,When is a Credit Memorandum issued?i. Direct money collectionii. Investment interest collectioniii. Bills payable paid,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",a,Credit memos increase the balance. Paying bills (iii) would decrease it (Debit memo).
Accounting 1st Paper,Chapter 3,Chittagong Board '21,Board,"What is meant by an ""Outstanding Check"" (বকেয়া চেক)?",a) Issued check not presented to bankb) Deposited check dishonoredc) Issued check dishonored by bankd) Deposited check not collected,a,Outstanding checks are those issued by the company but not yet presented to the bank for payment.
Accounting 1st Paper,Chapter 3,Chittagong Board '21,Board,What is the purpose of preparing a Bank Reconciliation Statement?,a) Know reasons for bank balanceb) Know total cash receiptsc) Identify reasons for disagreementd) Determine cash in hand,c,The main objective is to find out why the Cash Book and Passbook balances differ.
Accounting 1st Paper,Chapter 3,Sylhet Board '21,Board,What is the primary source of income for a bank?,a) Interest on depositsb) Interest on capitalc) Interest on loans providedd) Interest on overdraft,c,Banks earn primarily by charging higher interest on loans than they pay on deposits.
Accounting 1st Paper,Chapter 3,Sylhet Board '21,Board,Which of these reduces the depositor's bank balance?,a) Debit Memorandumb) Credit Memorandumc) NSF Checkd) Deposit in Transit,a,"A Debit Memo indicates that the bank has deducted money from the account (e.g., charges)."
Accounting 1st Paper,Chapter 3,Barisal Board '21,Board,"Bank allows interest of 1,000 TK. Which account is Debited in the depositor's books?",a) Cash A/Cb) Bank A/Cc) Interest Expense A/Cd) Interest Income A/C,b,"When bank balance increases, the ""Bank Account"" is Debited in the Cash Book."
Accounting 1st Paper,Chapter 3,Barisal Board '21,Board,For which of the following must the depositor record a journal entry?,a) Deposit in transitb) Outstanding checkc) NSF or Dishonored checkd) Bank's error,c,Items already recorded by the bank but not yet in the Cash Book (like NSF checks) require adjusting entries.
Accounting 1st Paper,Chapter 3,Barisal Board '21,Board,A Debit Memo is issued when—i. Bank charge is appliedii. Bank makes direct paymentiii. Check is dishonored,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",d,"All three scenarios involve the bank taking money out of the account, which triggers a Debit Memo."
Accounting 1st Paper,Chapter 3,Barisal Board '21,Board,"Cash Book balance: 28,000. Issued check not presented: 2,750. Dividend collected: 750. Amount of disagreement?","a) 750b) 2,000c) 2,750d) 3,500",d,"The total ""gap"" is the sum of items not yet in both books: 2,750+750=3,500."
Accounting 1st Paper,Chapter 3,Barisal Board '21,Board,(Ref #118) What is the balance according to the Bank Statement?,"a) 31,500b) 30,750c) 30,000d) 26,000",a,"Bank Balance = 28,000(Cash Book)+2,750(Unpresented)+750(Dividend)=31,500."
Accounting 1st Paper,Chapter 3,Dinajpur Board '21,Board,"Bank collects 4,000 TK dividend. Which account is Debited in the depositor's book?",a) Cash A/Cb) Accounts Receivablec) Bank A/Cd) Dividend A/C,c,"Collection increases the bank balance, so Bank A/C is Debited."
Accounting 1st Paper,Chapter 3,Dinajpur Board '21,Board,What is it called when an item is in the bank statement but not yet credited in the Cash Book?,a) Debit Memorandumb) Credit Memorandumc) Debit Noted) Credit Note,a,"If it's something that should be credited (subtracted) in our Cash Book, it was likely a Debit Memo from the bank."
Accounting 1st Paper,Chapter 3,Dinajpur Board '21,Board,What does a Credit balance in the Bank Statement signify?,a) Bank Deposit Balanceb) Bank Overdraftc) Cash in handd) Cash Book credit balance,a,A credit in the bank's records means they owe money to the depositor (Positive balance).
Accounting 1st Paper,Chapter 3,Dinajpur Board '21,Board,Who prepares the Bank Reconciliation Statement?,a) Bankb) Depositorc) Debtord) Creditor,b,Always the account holder (Depositor).
Accounting 1st Paper,Chapter 3,Dinajpur Board '21,Board,Which is NOT a reason for a difference between Cash Book and Passbook?,a) Cash deposited in bankb) Bank charge not in Cash Bookc) Deposit in transitd) Unpresented check,a,A normal cash deposit recorded by both sides at the same time does not cause a disagreement.
Accounting 1st Paper,Chapter 3,Mymensingh Board '21,Board,Who prepares the Bank Reconciliation Statement?,a) Bankb) Depositorc) Accounts Receivabled) Bank & Depositor,b,Same as #123. It is a internal document for the depositor.
Accounting 1st Paper,Chapter 3,Jessore Board '19,Board,How many parties are usually involved in a Check?,a) 2b) 3c) 4d) 5,b,"A check has three parties: Drawer (issuer), Drawee (the bank), and Payee (receiver)."
Accounting 1st Paper,Chapter 3,Jessore Board '19,Board,"Cash Book balance: 38,000. Bank paid loan installment of 18,000 directly. Bank Statement balance?","a) 18,000b) 20,000c) 38,000d) 56,000",b,"Since bank already paid, their balance is lower: 38,000−18,000=20,000."
Accounting 1st Paper,Chapter 3,Jessore Board '19,Board,Reasons for difference—i. Direct payment by bankii. Direct collection by bankiii. Dishonor of deposited check,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",d,All three result in the bank recording something before the company does.
Accounting 1st Paper,Chapter 3,Dhaka Board '19,Board,Bank charge 260 was mistakenly Debited as 620 in the Cash Book. Total difference?,a) 260b) 620c) 360d) 880,d,Charge should be Credit (-260). Mistakenly Debited (+620). Gap = 260+620=880.
Accounting 1st Paper,Chapter 3,Rajshahi Board '19,Board,"How does bank interest allowed (2,000) affect the Cash Book?","a) Bank column Debit: 2,000b) Bank column Credit: 2,000c) Cash column Debit: 2,000d) Cash column Credit: 2,000",a,"Interest allowed increases bank balance, so it is Debited in the Bank Column."
