Subject,Chapter,Level,Category,Question,Options,Answer,Explanation,HTML_Code
Accounting 1st Paper,Chapter 3,Rajshahi Board '19,Board,What does a Debit balance in the Bank Statement signify?,a) Bank Depositb) Cash Depositc) Bank Overdraftd) Cash Balance,c,Asset debit in the bank's books means the customer owes them (Overdraft).,
Accounting 1st Paper,Chapter 3,Comilla Board '19,Board,What does a Credit Memorandum in a bank statement mean?,a) Income increaseb) Expense increasec) Income decreased) Expense decrease,a,"Asset Credit Memo signifies an addition to the account (like interest or dividend), which is income.",
Accounting 1st Paper,Chapter 3,Comilla Board '19,Board,"Passbook balance: 30,400. Unpresented check: 7,400. Dividend: 6,600. Bank charge: 2,000. Cash Book balance?","a) 14,400b) 16,400c) 18,400d) 27,600",c,"Start from Passbook: 30,400−7,400+2,000−6,600=18,400.",
Accounting 1st Paper,Chapter 3,Comilla Board '19,Board,"(Ref #135) If Cash Book is 25,000, what is the Passbook balance?","a) 29,600b) 37,000c) 30,400d) 39,000",b,"Start from Cash Book: 25,000+7,400+6,600−2,000=37,000.",
Accounting 1st Paper,Chapter 3,Sylhet Board '19,Board,Reasons for difference—i. Direct payment by bankii. Direct collection by bankiii. Dishonor of check,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",d,All three cause timing differences between the two books.,
Accounting 1st Paper,Chapter 3,Sylhet Board '19,Board,"Reasons for the difference between the Cash Book and Bank Statement balances are—

i. Direct payment by bank

ii. Direct collection by bank

iii. Dishonor of a check deposited into the bank","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",d,Differences occur when one party (Bank or Business) records a transaction that the other party is not yet aware of or has not yet processed. All three points are examples of such events.,
Accounting 1st Paper,Chapter 3,Barisal Board '19,Board,Debit balance in Passbook signifies?,a) Bank Depositb) Bank Overdraftc) Cash Balanced) Cash Withdrawal,b,Same as #133. It represents an Overdraft.,
Accounting 1st Paper,Chapter 3,Barisal Board '19,Board,"Passbook Overdraft: 21,000. Unpresented check: 4,500. Cash Book Overdraft?","a) 16,500b) 21,000c) 25,500d) 30,000",c,"Starting from Passbook Overdraft, subtract unpresented checks to get Cash Book Overdraft: 21,000+4,500=25,500.",
Accounting 1st Paper,Chapter 3,Dinajpur Board '19,Board,"Bank allowed 73 TK interest, but Cash Book credited 37 TK. Total difference?",a) 146b) 110c) 73d) 37,b,Interest should be Debit (+73). Mistakenly Credit (-37). Gap = 73+37=110 TK.,
Accounting 1st Paper,Chapter 3,Comilla Board '17,Board,"Cash Book balance 50,000. 5,000 check deposited but recorded as 500. How much to ADD?","a) 500b) 4,500c) 5,000d) 5,500",b,"Add the missing amount: 5,000−500=4,500.",
Accounting 1st Paper,Chapter 3,Comilla Board '17,Board,"(Ref #142) 2,000 check issued recorded twice. Adjustment?","a) 2,000 Addb) 4,000 Addc) 2,000 Subd) 7,000 Sub",a,"Since it was subtracted twice, we must Add back 2,000 once to correct it.",
Accounting 1st Paper,Chapter 3,Comilla Board '17,Board,"If a check is dishonored and not recorded in Cash Book, what happens to the business?",a) Financial status downb) Financial status upc) Lossd) Profit,a,"The actual bank balance is lower than the recorded one, so the real financial position is ""down"" or decreased.",
Accounting 1st Paper,Chapter 3,Comilla Board '17,Board,Which creates a difference?,a) Bank interest allowedb) Deposit by userc) Collected checkd) Paid check,a,"Only (a) is usually recorded by the bank first, creating a temporary difference.",
Accounting 1st Paper,Chapter 3,Sylhet Board '17,Board,"Passbook: 44,000. Unpresented: 10,000. Direct deposit: 8,000. Cash Book balance?","a) 26,000b) 42,000c) 46,000d) 62,000",a,"Cash Book = 44,000−10,000(unpresented)−8,000(direct deposit)=26,000.",
Accounting 1st Paper,Chapter 3,Rajshahi Board '17,Board,"Bank allows what on deposits?i. Profit, ii. Dividend, iii. Interest","a) i & iib) i & iiic) ii & iiid) i, ii & iii",b,"Banks Payable ""Interest"" (Conventional) or ""Profit"" (Islamic). Dividends are paid by companies to shareholders.",
Accounting 1st Paper,Chapter 3,Jessore Board '17,Board,890 TK interest was debited twice in Cash Book. Excess amount?,"a) 445b) 790c) 890d) 2,390",c,"One entry was correct, one was extra. So the excess is 890 TK.",
Accounting 1st Paper,Chapter 3,Jessore Board '17,Board,What does DM mean in banking documents?,a) Debit Memob) Direct Materialc) District Managerd) Direct Manager,a,DM stands for Debit Memorandum.,
Accounting 1st Paper,Chapter 3,Chittagong Board '17,Board,Which is considered while preparing Bank Reconciliation Statement?,a) Cash from debtorb) Collected check not in bankc) Cash to supplierd) Charge in both books,b,Bank Reconciliation Statement only considers items that are not yet in both books.,
Accounting 1st Paper,Chapter 3,Barisal Board '17,Board,Which of the following will affect the bank account?i. Bank allows interestii. Bank charges expensesiii. Bank charges commission,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",d,"All three items involve the bank adding or subtracting money from the account, directly changing the balance.",
Accounting 1st Paper,Chapter 3,Barisal Board '17,Board,Which balance(s) are used to prepare a Bank Reconciliation Statement under the Double Balance (Amended) method?,a) Bank Statement balanceb) Cash Book balancec) Both Bank Statement and Cash Book balancesd) Either Bank Statement or Cash Book balance,c,"In the Double Balance method, both records are adjusted simultaneously to reach a single ""Corrected"" or ""True"" balance.",
Accounting 1st Paper,Chapter 4,Rajshahi Board '25,Board,"Sales Return of 5,000 was mistakenly recorded in the Purchase Asset/C. What is the rectifying entry?","a) Sales Return Debit, Purchase Crb) Purchase Debit, Sales Return Crc) Sales Return Debit, Creditor Crd) Purchase Debit, Creditor Credit",a,To fix it: Debit the correct account (Sales Return) and Credit the wrong account (Purchase) to remove it.,
Accounting 1st Paper,Chapter 4,Rajshahi Board '25,Board,Which of the following is NOT included in the Trial Balance?,a) Unused Stationeryb) Outstanding Rentc) Furnitured) Unearned Service Revenue,a,"Closing stocks (like Unused Stationery/Supplies) are usually excluded unless ""Adjusted Purchase"" is used.",
Accounting 1st Paper,Chapter 4,Rajshahi Board '25,Board,Selling old machinery was credited to the Sales Asset/C instead of Machinery Asset/C. What type of error is this?,a) Principleb) Compensatingc) Clericald) Error of Posting,a,Recording a Capital receipt (Asset sale) as a Revenue receipt (Sales) is a Violation of Accounting Principles.,
Accounting 1st Paper,Chapter 4,Rajshahi Board '25,Board,"Asset Credit balance of 240 was mistakenly written as 2,400 in the Debit column. What is the difference in the Trial Balance?","a) 240b) 2,400c) 2,160d) 2,640",d,"Difference = Correct Amount + Wrong Amount (since side changed) = 240+2,400=2,640.",
Accounting 1st Paper,Chapter 4,Rajshahi Board '25,Board,Not included in the Trial Balance:i. Opening Bank Balanceii. Opening Cashiii. Closing Stock,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",d,Opening cash/bank and Closing stock (normally) are excluded from the Trial Balance.,
Accounting 1st Paper,Chapter 4,Rajshahi Board '25,Board,"Purchase was written as 15,000 instead of 20,000, and Sales as 45,000 instead of 50,000. The Trial Balance still matched. Why?",a) Error of Writingb) Compensating Errorc) Principle Errord) Error of Omission,b,One error (5k less on Debit) was cancelled out by another error (5k less on Credit).,
Accounting 1st Paper,Chapter 4,Rajshahi Board '25,Board,(Ref #6) By how much was the total of the Trial Balance under or over-stated?,"a) 5,000 lessb) 5,000 morec) 35,000 lessd) 95,000 more",a,"Both sides were short by 5,000, so the total sum was 5,000 less than it should have been.",
Accounting 1st Paper,Chapter 4,Dinajpur Board '25,Board,Which item is excluded from the Trial Balance?,a) Opening Bank Balanceb) Closing Bank Balancec) Opening Stockd) Opening Stationery,a,Opening liquid assets (Cash/Bank) are excluded because they are already part of the closing figures.,
Accounting 1st Paper,Chapter 4,Dinajpur Board '25,Board,Errors not detected by a Trial Balance:i. Principle Errorii. Math Errorsiii. Error of Posting to Wrong Asset/C,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",b,Trial Balance cannot detect Principle errors or posting to the wrong account if the amounts match.,
Accounting 1st Paper,Chapter 4,Dinajpur Board '25,Board,Purchase: 45k instead of 50k; Sales: 30k instead of 35k. Trial Balance matches. What error is this?,a) Writingb) Principlec) Compensatingd) Omission,c,(Same logic as #6). One error compensates for the other.,
Accounting 1st Paper,Chapter 4,Dinajpur Board '25,Board,(Ref #10) By how much was the Trial Balance total short or over?,"a) 5,000 lessb) 5,000 morec) 10,000 lessd) 10,000 more",a,"Both sides were recorded 5,000 short (50k−45k and 35k−30k).",
Accounting 1st Paper,Chapter 4,Barisal Board '25,Board,Which of these is excluded from the Trial Balance?,a) Opening Bank Depositb) Closing Cash in Handc) Rentd) Preliminary Expenses,a,Opening Cash/Bank are excluded (Closing ones are included).,
Accounting 1st Paper,Chapter 4,Barisal Board '25,Board,"Machine installation cost of 6,000 was mistakenly included in Wages. What error is this?",a) Error of Postingb) Error of Omissionc) Compensating Errord) Principle Error,d,Treating an asset (Machine) cost as an expense (Wages) is a Principle Error.,
Accounting 1st Paper,Chapter 4,Barisal Board '25,Board,(Ref #13) What is the impact of this error on the accounts?,a) Asset upb) Profit downc) Liability downd) Capital up,b,"By recording it as Wages (Expense) instead of Machine (Asset), the total expenses increased, making Profit decrease.",
Accounting 1st Paper,Chapter 4,Barisal Board '25,Board,Trial Balance does not detect:i. Principle Errorii. Compensating Erroriii. Error of Omission,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",d,These three types of errors do not disrupt the equality of Debits and Credits.,
Accounting 1st Paper,Chapter 4,Jessore Board '25,Board,"""Machine Setup Cost"" was mistakenly Credited to Machine Asset/C. Correcting entry?",a) Machine Debit (1x)b) Machine Debit (2x)c) Setup Cost Debit (1x)d) Setup Cost Debit (2x),b,"Since it was mistakenly credited, you must Debit it twice: once to cancel the error and once to record the correct entry.",
Accounting 1st Paper,Chapter 4,Jessore Board '25,Board,"If ""Adjusted Purchase"" is in the Trial Balance, which is EXCLUDED?",a) Closing Cashb) Closing Bankc) Opening Stockd) Closing Stock,c,"When ""Adjusted Purchase"" exists, Closing Stock is included and Opening Stock is excluded.",
Accounting 1st Paper,Chapter 4,Jessore Board '25,Board,Preparing a Trial Balance using Ledger balances is part of which accounting stage?,a) Identifyingb) Recordingc) Classifyingd) Summarizing,d,Trial Balance is the first step of the Summarizing phase.,
Accounting 1st Paper,Chapter 4,Sylhet Board '25,Board,Where is the arithmetical accuracy of accounts verified?,a) Journalb) Ledgerc) Trial Balanced) Worksheet,c,That is the primary purpose of a Trial Balance.,
Accounting 1st Paper,Chapter 4,Chittagong Board '25,Board,"When one error is cancelled out by another error, it is called?",a) Principle Errorb) Omission Errorc) Posting Errord) Compensating Error,d,This is the definition of a Compensating Error.,
Accounting 1st Paper,Chapter 4,Chittagong Board '25,Board,"Opening Stock 90,000, Net Purchase 2,60,000, and Closing Stock 70,000. What is the Adjusted Purchase?","a) 1,70,000b) 1,90,000c) 2,80,000d) 3,50,000",c,"Adjusted Purchase = (90,000+2,60,000)−70,000=2,80,000.",
Accounting 1st Paper,Chapter 4,Chittagong Board '25,Board,"Which will affect the Suspense Asset/C?i. Furniture for resale Debit to Furniture Asset/Cii. Repair 5,000 Debit to Plant as 500iii. Purchase Return Debit to Purchase Asset/C","a) i & iib) i & iiic) ii & iiid) i, ii & iii",c,"Item (ii) has a math error (5,000 vs 500) and (iii) is a wrong side entry. (i) is a principle error that matches.",
Accounting 1st Paper,Chapter 4,Dhaka Board '25,Board,The purpose of the Trial Balance is—i. Verify math accuracyii. Summarize accountsiii. Determine results,"a) i & iib) i & iiic) ii & iiid) i, ii & iii",a,Trial Balance is for accuracy (i) and summarizing (ii). Final results (iii) are found in Financial Statements.,
Accounting 1st Paper,Chapter 4,Dhaka Board '25,Board,"Furniture bought for office use is Debited to ""Purchase"". What error is this?",a) Writingb) Compensatingc) Principled) Posting,c,Debiting a revenue account (Purchase) for a capital asset (Furniture) is a Principle Error.,
Accounting 1st Paper,Chapter 4,Dhaka Board '25,Board,Which of these is a Credit in the Trial Balance?,a) Commission Receivableb) Unearned Revenuec) Accrued Interestd) Debtor,b,Unearned Revenue is a liability; liabilities always have a Credit balance.,
Accounting 1st Paper,Chapter 4,Mymensingh Board '25,Board,Which is correct for Adjusted Purchase?,a) Sales + Closing. Stock - Purchaseb) Opening. Stock + Purchase + Closing. Stockc) Opening. Stock + Net Purchase - Closing. Stockd) Opening. Stock - Purchase + Closing. Stock,c,This is the standard formula for Adjusted Purchase.,
Accounting 1st Paper,Chapter 4,Mymensingh Board '25,Board,Which is included in the Trial Balance?,a) Opening. Cash Fundb) Closing. Cash Fundc) Opening. Bank Depositd) Closing. Stock (Normal case),b,Closing liquid assets are included; opening ones are not.,
Accounting 1st Paper,Chapter 4,Mymensingh Board '25,Board,"Mr. Rahman, a furniture dealer, bought furniture for 1,00,000 and Debited the ""Furniture Asset/C"". Type of error?",a) Clericalb) Principlec) Compensatingd) Omission,b,"For a dealer, furniture is ""Goods"" (Purchase), not an asset. Debiting Furniture is a Principle error.",
Accounting 1st Paper,Chapter 4,Mymensingh Board '25,Board,(Ref #28) What is the impact on the Trial Balance?,a) Debit 1L moreb) Credit 1L morec) Both sides 1L lessd) No impact,d,Both accounts (Purchase and Furniture) are Debit accounts. The Trial Balance will still match perfectly.,
Accounting 1st Paper,Chapter 4,Dhaka Board '24,Board,"Machine installation cost 50,000 included in Wages. Type of error?",a) Writingb) Compensatingc) Clericald) Principle,d,Asset cost treated as revenue expense = Principle Error.,
