Subject,Chapter,Type,Category,q_text,opt_a,opt_b,opt_c,opt_d,Answer,Explanation,HTML_Code
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2019,board,"If unpaid salary (10,000 TK) and unused supplies (1,400 TK) are NOT adjusted, how will profit change?","1,400 TK Overstated","8,600 TK Overstated","10,000 TK Understated","11,400 TK Understated",b,"Profit = (Unrecorded Expense 10,000 TK - Unrecorded Asset/Supplies 1,400 TK) = 8,600 TK Overstated.",
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2019,board,When should reversing entries be prepared?,End of past period,Start of current period,End of current period,Start of next period,d,Reversing entries are made on the first day of the new accounting year.,
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2019,board,Through which entry does the balance of income-expense accounts become zero?,Closing Journal,Reversing Journal,Rectifying Journal,Opening Journal,a,"Closing entries transfer nominal balances to the Income Summary, resetting them to zero.",
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2019,board,"""10,000 TK profit does not mean 10,000 TK cash""—which logic is most related to this statement?",Full Disclosure,Sales in cash increase profit,Cash and Profit are different,Cash transactions increase profit,c,"Under accrual accounting, profit is based on earning/incurring, not just cash movement.",
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2019,board,"Salary 25,000 TK, Accrued 5,000 TK. How much is shown in the Adjusted Trial Balance of a 10-column worksheet?","5,000 TK","20,000 TK","25,000 TK","30,000 TK",d,"Adjusted Balance = Paid (25,000 TK) + Accrued (5,000 TK) = 30,000 TK.",
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2019,board,"Where should ""Accrued Salary"" be shown in a 10-column worksheet?","Adj, Income Stmt, Balance Sheet","Adj Trial Balance, Income Stmt, Balance Sheet","Adj, Adj Trial Balance, Income Stmt","Adj, Adj Trial Balance, Balance Sheet",d,Accrued salary is an adjustment and a liability (Balance Sheet). It is NOT an income statement item itself.,
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2019,board,What is Unearned Revenue?,Asset,Liability,Income,Expense,b,Revenue received before it is earned is a liability because the service is still owed to the customer.,
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2019,board,"Transactions included in the Accrual Basis are—

i. Cash

ii. Advance

iii. Accrued",i & ii,i & iii,ii & iii,"i, ii & iii",d,The accrual basis captures all economic events regardless of when cash is exchanged.,
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2019,board,"Rent 22,000 TK paid for 11 TK months. What is the correct adjusting entry at year-end?","Expense Debit 11 TKkTK, Adv Credit 11 TKkTK","Adv Debit 2 TKkTK, Expense Credit 2 TKkTK","Expense Debit 2 TKkTK, Payable Credit 2 TKkTK","Payable Debit 2 TKkTK, Expense Credit 2 TKkTK",c,"22,000 TK / 11 = 2,000 TK per month. One month is unpaid (2,000 TK). Journal: Rent Expense Debit, Rent Payable Credit.",
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2019,board,"Ad is 12,000 TK for 4 TK years. What happens if this is NOT adjusted at year-end?",Net profit ↑ 3 TKkTK,Net profit ↓ 9 TKkTK,Current assets ↑ 3 TKkTK,Net profit ↑ 9 TKkTK,d,"Only 3 TKkTK is expense; 9 TKkTK is an asset. Omitting the adjustment keeps 9 TKkTK as an expense, lowering profit. (Note: Question likely implies profit is understated if 12 TKkTK is kept as expense). Correct logic: Profit ↓ 9 TKkTK.",
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2019,board,Which adjusting item cannot have a reversing entry?,Unearned Income,Accrued Expense,Accrued Income,Allowance for Doubtful Debts,d,Estimates like bad debt provisions or depreciation are not reversed in the next period.,
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2019,board,What is the relationship between Unearned Revenue and Revenue?,Infinite,Opposite,Parallel,Finite,b,"As Unearned Revenue (Liability) decreases, Revenue (Income) increases. They move in opposite directions during adjustment.",
Accounting 1st,Chapter 7 : Work Sheet,Cumillabined  Board - 2018,board,"Capital expenses include—

i. Machine purchase

ii. Installation cost

iii. Repair cost",i & ii,ii & iii,i & iii,"i, ii & iii",a,Repairs are revenue expenditures. Purchase and installation are capital expenditures.,
Accounting 1st,Chapter 7 : Work Sheet,Govt Commerce Board - 2018,college,"Included in adjusting entries are—

i. Unearned Income

ii. Prepaid Expenses

iii. Accrued Income",i & ii,i & iii,ii & iii,"i, ii, & iii",d,Adjusting entries capture all non-cash accruals and deferrals needed to comply with the matching principle.,
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2017,board,"Rent 9,000 TK paid for 6 TK months on Nov 1. What is the adjusting entry on Dec 31?",Adv Debit 3 TKkTK; Expense Credit 3 TKkTK,Expense Debit 3 TKkTK; Adv Credit 3 TKkTK,Adv Debit 6 TKkTK; Expense Credit 6 TKkTK,Expense Debit 6 TKkTK; Adv Credit 6 TKkTK,b,"Nov-Dec (2 TK months) used. Monthly = 1,500 TK. Total Expense = 3,000 TK. Journal: Rent Expense Debit, Prepaid Rent Credit.",
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2017,board,"Examples of deferred revenue expenses are—

i. Deferred Ad

ii. Research & Dev

iii. Preliminary Expenses",i & ii,i & iii,ii & iii,"i, ii & iii",d,All three provide long-term benefits but are technically revenue-based in nature.,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2017,board,Which account balance becomes zero after the closing entry?,Salaries Payable,Prepaid Rent,Insurance Premium,Accumulated Depreciation,c,Insurance Premium is a nominal (expense) account. Nominal accounts are closed at the end of the period.,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2017,board,"Electrical installation cost is a—

i. Deferred revenue expenditure

ii. Revenue expenditure

iii. Capital expenditure",i & ii,i & iii,iii,"i, ii & iii",c,"Installation costs are necessary to make an asset usable, thus they are capitalized as capital expenditure.",
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2017,board,"Opening Stationery 1,500 TK; Purchase 4,500 TK; Closing 500. What is the amount of Stationery Expense?","1,000 TK","5,500 TK","6,000 TK","6,500 TK",b,"Expense = (Opening + Purchase) - Closing = (1,500 TK + 4,500 TK) - 500 = 5,500 TK",
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2017,board,What is credited in the adjusting entry for expired prepaid insurance?,Prepaid Insurance Account,Life Insurance Account,Fire Insurance Account,Insurance Account,a,"When prepaid insurance expires, the asset is reduced by crediting the Prepaid Insurance account.",
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2017,board,Which one is a Capital Expenditure?,Salary expense,Opening stock,Purchase of asset,Purchase of goods,c,"Buying fixed assets involves long-term benefits and large amounts, making it a capital expenditure.",
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2016,board,"Which one is called a ""Subsidiary Statement""?",Trial Balance,Ledger,Worksheet,Cash Book,c,Asset worksheet is considered a subsidiary or auxiliary statement used to facilitate the final accounts.,
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2016,board,Which of the following is prepared on separate paper rather than in books of account?,Journal,Ledger,Worksheet,Financial Statement,c,Asset worksheet is an informal draft prepared on loose sheets or multi-column paper.,
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2016,board,"Ad Expense 15,000 TK; Free distribution 5,000 TK. 1/4 is to be written off. Amount in Adjusted Trial Balance?","5,000 TK","10,000 TK","15,000 TK","20,000 TK",a,"Total Ad = 15,000 TK + 5,000 TK = 20,000 TK. 1/4 write-off (expense) = 20,000 TK / 4 = 5,000 TK",
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2016,board,"Based on the above stem, what is the amount of Deferred Advertisement in the Balance Sheet?","5,000 TK","10,000 TK","15,000 TK","20,000 TK",c,"Deferred (Asset) = Total 20,000 TK - Expensed 5,000 TK = 15,000 TK",
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2016,board,"Where is ""Net Loss"" shown in a worksheet?",Income Stmt Debit & Balance Sheet Credit,Income Stmt Debit & Balance Sheet Debit,Income Stmt Credit & Balance Sheet Debit,Income Stmt Credit & Balance Sheet Credit,c,Net loss is shown on the credit side of the Income Statement (to balance it) and the debit side of the Balance Sheet (reducing equity).,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2016,board,What type of expenditure is Unexpired Advertisement?,Capital,Revenue,Current,Deferred Revenue,d,Advertisement costs that are not yet expensed (unexpired) are called Deferred Revenue Expenditures.,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2016,board,"Examples of capital expenditure are—

i. Installation cost

ii. Repair cost

iii. Ship freight for purchase",i & ii,ii & iii,i & iii,"i, ii, & iii",c,Repairs are revenue expenditures. Installation and freight for buying assets are capitalized.,
Accounting 1st,Chapter 7 : Work Sheet,Cumilla  Board - 2016,board,Which of the following is a Revenue Income?,Purchase of goods,Sale of goods,Wages,Sale of machinery,b,Sale of goods is the primary recurring operating income for a business.,
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2016,board,"Land bought for 2,30,000 TK; Registration 25,000 TK; Mutation 2,000 TK; Annual Tax 400. Total Capital Expenditure?","2,30,000 TK","2,55,000 TK","2,57,000 TK","2,57,400 TK",c,"Capital Expense = Purchase (2,30,000 TK) + Reg (25,000 TK) + Mutation (2,000 TK) = 2,57,000 TK. Land tax is a revenue expense.",
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2016,board,What is the effect of the land purchase on the Financial Statement?,"One asset ↑, one asset ↓","Land ↑ 2.57L, Equity ↓ 2.57L","Land ↑ 2.57L, Cash ↓ 2.57L",No effect,c,Buying land for cash increases one asset (Land) and decreases another (Cash) by the same amount.,
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2016,board,"Debenture interest is a ""Revenue Expense"" because—

i. Paid every year

ii. Benefit is not long-term

iii. Reduces net income",i & ii,i & iii,ii & iii,"i, ii, & iii",d,Recurring payments for services or financing that reduce current year profit are revenue expenses.,
Accounting 1st,Chapter 7 : Work Sheet,Dhaka  Board - 2016,board,What is the entry used to close nominal accounts?,Adjusting Entry,Closing Entry,Reversing Entry,Transfer Entry,b,Closing entries transfer nominal balances to the income summary to reset them.,
Accounting 1st,Chapter 7 : Work Sheet,Rajshahi  Board - 2016,board,For which type of accounts are closing entries prepared?,Personal,Nominal,Real (Asset),Liability,b,"Closing entries are exclusively for Income, Expense, and Drawings accounts (Nominal).",
Accounting 1st,Chapter 7 : Work Sheet,Jashore  Board - 2016,board,"Supplies 1,350 TK in Trial Balance. Ending inventory is 800. What is the adjusting entry?",Sup Debit 550; Expense Credit 550,Expense Debit 550; Sup Credit 550,Expense Debit 800; Sup Credit 800,Sup Debit 1350; Expense Credit 1350,b,"Amount used = 1,350 TK - 800 = 550. Journal: Supplies Expense Debit, Supplies Credit.",
Accounting 1st,Chapter 7 : Work Sheet,Chittagong - 2016,board,"If an accountant forgets to adjust ""Accrued Interest on Loan""—

i. Profit overstated

ii. Equity overstated

iii. Liability understated",i & ii,i & iii,ii & iii,"i, ii, & iii",d,"Forgetting an expense keeps profit high and hides a debt (liability), affecting equity as well.",
Accounting 1st,Chapter 7 : Work Sheet,Sylhethet  Board - 2016,board,Which entry is given to record Advances and Accruals?,Reversing Entry,Closing Entry,Adjusting Entry,Opening Entry,c,Adjusting entries are used to bring the accrual-basis accounts up to date at year-end.,
Accounting 1st,Chapter 7 : Work Sheet,Barishal  Board - 2016,board,For which of the following items is a closing entry applicable?,Salary Account,Machinery Account,Accounts Receivable,Loan Account,a,"Salary is an expense (nominal account), which must be closed at the end of the period. The others are permanent accounts.",
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2016,board,Which accounts must be closed at the end of the accounting period?,All asset accounts,All nominal accounts,All personal accounts,All liability accounts,b,"Nominal accounts (Income, Expense, and Drawings) are closed to reset their balances for the next year.",
Accounting 1st,Chapter 7 : Work Sheet,Dinajpur  Board - 2016,board,"Unused supplies are adjusted by—

i. Deducting from supplies used

ii. Adding to supplies

iii. Showing as a current asset",i,i & iii,ii & iii,"i, ii, & iii",b,"Adjusting for unused supplies ensures that only the used portion is recorded as an expense, while the remainder stays as an asset.",
